code;libelle;etat;insee_commune;nom_commune;mo_raison_sociale;x;y;precision_coord;categorie;puissance_maximum;productible_moyen;debit;coef_energetique;nb_turbines;type_turbine;titre;date_echeance_titre;hauteur_de_chute
24010001;ANNESSE BEAULIEU;EXPL;24010;Annesse-et-Beaulieu                               ;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;508914;6454800;0;Ouvrage fonctionnant au fil de l'eau;0,227;919549;10;;1;Kaplan;Concédée (autorisable);31/12/2046;3
24010002;La Roche;EXPL;24010;Annesse-et-Beaulieu                               ;MCS HYDROELECTRIQUE;513215;6457610;0;Ouvrage fonctionnant au fil de l'eau;0,11;382277;;;;;;;1,4
24014001;Centrale d'Aubas;EXPL;24014;Aubas                                             ;E.U.R.L. ECODOR;557607;6444170;0;Ouvrage fonctionnant au fil de l'eau;1,177;2763445;;;;;Concédée (autorisable);;3
24037001;BERGERAC;EXPL;24037;Bergerac                                          ;ELECTRICITE DE FRANCE;498910;6419630;0;Ouvrage fonctionnant au fil de l'eau;1,4;7937080;57;0,006;2;Hélice horizontale;Concédée (autorisable);31/12/2043;4
24058001;Moulin de Ribérac;EXPL;24586;Villetoureix                                      ;HYDROELECTRIQUE RIBERACOISE;490351;6466310;0;Ouvrage fonctionnant au fil de l'eau;0,102;327216;;;;;;;
24073001;MAUZAC;EXPL;24073;Calès                                             ;ELECTRICITE DE FRANCE;526689;6419600;0;Ouvrage fonctionnant au fil de l'eau;13,2;55091396;355;0,01;6;Francis;Concédée;31/12/2025;7,5
24102001;Barrage de l'Evèque;EXPL;24102;Chancelade                                        ;HYDRO-SAINT GEORGES;515205;6456750;0;Ouvrage fonctionnant au fil de l'eau;0,25;528560;;;;;;;1,6
24134001;Usine de la Roche;EXPL;24134;Corgnac-sur-l'Isle                                ;MOULIN DU BREUIL;540154;6477930;0;Ouvrage fonctionnant au fil de l'eau;0,09;291000;;;;;;;3,3
24157001;Centrale Fontpeyre;EXPL;24157;Douzillac                                         ;S.N.C. FONTPEYRE;497326;6444830;0;Ouvrage fonctionnant au fil de l'eau;;168515;;;;;;;1,7
24157002;Mauriac;EXPL;24157;Douzillac                                         ;A3H;498012;6446460;0;Ouvrage fonctionnant au fil de l'eau;0,1;314407;;;;;;;1,8
24180001;Moulin de Feuillas;EXPL;87060;Dournazac                                         ;EURL TURBINES DU MOULIN DE FEUYAS;539783;6503390;0;Ouvrage fonctionnant au fil de l'eau;;;;;;;;;7
24196001;MARVIT;EXPL;24196;Génis                                             ;ENERGIE HYDRO 2016;555017;6471190;0;Ouvrage fonctionnant au fil de l'eau;0,252;1500000;2;;2;Kaplan horizont. & bulbe à pâles mobiles;Autorisée;31/12/1999;7,35
24196002;MOULIN DU PONT;EXPL;24196;Génis                                             ;ENERGIE HYDRO 2016;555117;6472090;0;Ouvrage fonctionnant au fil de l'eau;0,073;270960;7,55;;1;Kaplan;Autorisée;31/12/2039;3,82
24218001;Centrale Le Moulin;EXPL;24218;Jumilhac-le-Grand                                 ;SARL WEYGAND-LAFOSCADE;548336;6490240;0;Ouvrage fonctionnant au fil de l'eau;0,24;590381;;;;;;;5,6
24264001;COLY GAILLARD;EXPL;24264;Ménesplet                                         ;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;469872;6439270;0;Ouvrage fonctionnant au fil de l'eau;0,26;1265655;12,2;;2;Kaplan;Concédée (autorisable);31/12/2046;2,8
24264002;Moulins d'Orval;EXPL;24264;Ménesplet                                         ;SOCIETE DES MOULINS D'ORVAL;472817;6439520;0;Ouvrage fonctionnant au fil de l'eau;0,5;1674597;;;;;;;1,7
24294001;MARCILLAC;EXPL;24294;Montpon-Ménestérol                                ;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;474256;6440180;0;Ouvrage fonctionnant au fil de l'eau;0,075;1030525;4,8;;5;Kaplan horizont. & bulbe à pâles mobiles;Concédée (autorisable);31/12/2046;2,25
24294002;Centrale des Moulineaux;EXPL;24294;Montpon-Ménestérol                                ;S.N.C. HYDRO FLUIDES;475701;6439030;0;Ouvrage fonctionnant au fil de l'eau;;1203990;;;;;;;2
24297001;Barrage de Moulin Neuf;EXPL;24297;Moulin-Neuf                                       ;CORENSO FRANCE;466913;6440150;0;Ouvrage fonctionnant au fil de l'eau;0,315;;;;;;;;1,79
24309001;Centrale de Neuvic;EXPL;24309;Neuvic                                            ;ENERGETIC;500595;6448600;0;Ouvrage fonctionnant au fil de l'eau;;1032669;;;;;;;1,8
24322001;Usine hydroélectrique allée du port (Périgueux);EXPL;24322;Périgueux                                         ;ARCELOR MITTAL WIRE FRANCE;519566;6456440;0;Ouvrage fonctionnant au fil de l'eau;0,23;809296;14,3;;2;;Autorisée;14/11/2026;2,32
24322002;Moulin de Saltgourde;EXPL;24322;Périgueux                                         ;PRODUCTION AUTONOME D'ENERGIE ELECTRIQUE;517575;6457330;0;Ouvrage fonctionnant au fil de l'eau;;608308;;;;;;;1,8
24350001;Centrale du Moulin (Charente);EXPL;16026;Balzac                                            ;S.A.R.L. HYDRO ENERGIE MUYLE FRANCE;476288;6517240;0;Ouvrage fonctionnant au fil de l'eau;;850062;;;;;;;1,04
24372001;St ASTIER;EXPL;24372;Saint-Astier                                      ;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;505942;6452770;0;Ouvrage fonctionnant au fil de l'eau;0,236;748119;10;;1;Kaplan;Concédée (autorisable);31/12/2046;3,15
24372002;Microcentrale La Massoulie;EXPL;24442;Saint-Léon-sur-l'Isle                             ;SARL LA MASSOULIE;505839;6450580;0;Ouvrage fonctionnant au fil de l'eau;;456513;;;;;;;1,8
24376001;Le Moulin de St Aulaye;EXPL;24376;Saint Aulaye-Puymangou                            ;COMMUNE DE ST AULAYE PUYMANGOU;475156;6460470;0;Ouvrage fonctionnant au fil de l'eau;;457282;;;;;;;2
24382001;TUILIERES;EXPL;24382;Saint-Capraise-de-Lalinde                         ;ELECTRICITE DE FRANCE;513076;6419030;0;Ouvrage fonctionnant au fil de l'eau;32;91681736;420;0,024;8;Kaplan;Concédée;31/12/2000;12,4
24436001;CHANDEAU DU MAINE;EXPL;24436;Saint-Laurent-des-Hommes                          ;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;487288;6441350;0;Ouvrage fonctionnant au fil de l'eau;0,219;1240150;10,5;;2;Kaplan;Concédée (autorisable);31/12/2046;2,8
24436002;Moulin de Benevent;EXPL;24436;Saint-Laurent-des-Hommes                          ;MINOTERIE CHAMBON FRERES;483668;6439810;0;Ouvrage fonctionnant au fil de l'eau;;546198;;;;;;;2,1
24442001;Moulin Brule;EXPL;24442;Saint-Léon-sur-l'Isle                             ;SAINT LEON S.A.R.L.;502921;6448460;0;Ouvrage fonctionnant au fil de l'eau;;407856;;;;;;;1,6
24449001;Centrale de Duellas;EXPL;24449;Saint-Martial-d'Artenset                          ;ARTESOL HYDRAU;481534;6440560;0;Ouvrage fonctionnant au fil de l'eau;;881102;;;;;;;2
24449002;Centrale de Vignerie;EXPL;24294;Montpon-Ménestérol                                ;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;478785;6440720;0;Ouvrage fonctionnant au fil de l'eau;;968048;;;;;;;1,93
24462001;St MARTIN l'ASTIER;EXPL;24462;Saint-Médard-de-Mussidan                          ;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;489455;6442380;0;Ouvrage fonctionnant au fil de l'eau;0,198;827739;10,5;;2;Kaplan;Concédée (autorisable);31/12/1997;2,5
24462002;Usine Longua;HORS;24462;Saint-Médard-de-Mussidan                          ;PETIT MICHEL;491344;6441810;0;;;;;;;;;;1,5
24475001;Moulin de St Pantaly d'ans;EXPL;24147;Cubjac-Auvézère-Val d'Ans                         ;MINOTERIE MALIER;542542;6462080;0;Ouvrage fonctionnant au fil de l'eau;0,12;151467;;;;;;;
24481001;Moulin du Breuilh;EXPL;24481;Saint-Paul-la-Roche                               ;SOCIETE CIVILE IMMOBILIERE DU MOULIN DU BREUIL;544367;6486320;0;Ouvrage fonctionnant au fil de l'eau;0,35;221454;;;;;;;4,2
24543001;COLY LAMELETTE;EXPL;24543;Sourzac                                           ;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;495046;6444130;0;Ouvrage fonctionnant au fil de l'eau;0,162;708144;10;;2;Kaplan;Concédée (autorisable);31/12/2046;2,2
24543002;LA CAILLADE (LA CAILLETTE);EXPL;24543;Sourzac                                           ;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;494362;6442590;0;Ouvrage fonctionnant au fil de l'eau;0,104;848762;5;;4;Kaplan horizont. & bulbe à pâles mobiles;Concédée (autorisable);31/12/2046;2,8
24543003;Centrale de Gabillou;EXPL;24543;Sourzac                                           ;JARMENIL H.E;493508;6441170;0;Ouvrage fonctionnant au fil de l'eau;;1270072;;;;;;;2
24547001;Moulin des Escures;EXPL;24547;Terrasson-Lavilledieu                             ;SARL VERDEILLE ET FILS;570381;6449870;0;Ouvrage fonctionnant au fil de l'eau;;2388197;;;;;Fondée en titre;;2,44
24547002;Moulin de Losse;EXPL;24547;Terrasson-Lavilledieu                             ;ENERGIE VERTE DE TERRASSON LAVILLEDIEU;565780;6449000;0;Ouvrage fonctionnant au fil de l'eau;;1848440;;;;;;;2,95
24557001;Centrale de Barnabe-Trélissac;EXPL;24557;Trélissac                                         ;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;522506;6456830;0;Ouvrage fonctionnant au fil de l'eau;0,4;997425;;;;;Autorisée;;1
30139001;VILLEMAGNE;EXPL;30139;Lanuéjols                                         ;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;734383;6334530;0;Ouvrage fonctionnant au fil de l'eau;0,73;2171966;0,5;;1;Pelton;;31/12/2009;160,79
31017001;ARLOS;EXPL;31017;Arlos                                             ;ELECTRICITE DE FRANCE;512906;6201270;0;Ouvrage fonctionnant par éclusées;5,3;17329668;34;0,043;2;Kaplan;Concédée;31/12/2045;19,2
31017002;Usine d'Arlos;EXPL;31017;Arlos                                             ;BOURGEOIS;512236;6202550;0;Ouvrage fonctionnant au fil de l'eau;0,055;200000;1,4;;;;Fondée en titre;;4
31033001;Moulin de la Ville et du Ramier;EXPL;31033;Auterive                                          ;S.A.S. RATIE CLAMAGIRAND;576331;6251540;0;Ouvrage fonctionnant au fil de l'eau;2;;;;;;;;4,5
31033002;Moulin du Ramier;EXPL;31033;Auterive                                          ;S.A.S. RATIE CLAMAGIRAND;576402;6251280;0;Ouvrage fonctionnant au fil de l'eau;0,725;2350000;20;;2;Kaplan;;;3,7
31042001;MOUSQUERES;EXPL;31042;Bagnères-de-Luchon                                ;ELECTRICITE DE FRANCE;501836;6191240;0;Ouvrage fonctionnant au fil de l'eau;3;15318278;3,6;0,23;3;Francis;Concédée (autorisable);31/12/2003;111,6
31042002;PIQUE SUPERIEURE;EXPL;31042;Bagnères-de-Luchon                                ;ELECTRICITE DE FRANCE;504083;6185770;0;Ouvrage fonctionnant au fil de l'eau;10,8;34813332;6,5;0,494;1;Francis double;Concédée;31/12/1998;219,9
31042003;PIQUE INFERIEURE;EXPL;31042;Bagnères-de-Luchon                                ;ELECTRICITE DE FRANCE;503668;6188940;0;Ouvrage fonctionnant au fil de l'eau;7,2;31294168;6,1;0,33;1;Francis double;Concédée;31/12/1998;167,2
31042004;LAC D'OO;EXPL;31042;Bagnères-de-Luchon                                ;ELECTRICITE DE FRANCE;502049;6191210;0;Ouvrage de type Lac;30;56568832;5;1,8;3;Pelton;Concédée;31/12/1998;802
31066001;Bessieres (Rive droite);EXPL;31066;Bessières                                         ;ROULEAU GUICHARD ENERGIE;588502;6301170;0;Ouvrage fonctionnant au fil de l'eau;3,679;6735590;125;;2;Kaplan;Concédée;31/12/2038;3,3
31066002;Bessieres (Rive Gauche);EXPL;31066;Bessières                                         ;ROULEAU GUICHARD ENERGIE;588465;6301040;0;Ouvrage fonctionnant au fil de l'eau;0,735;2092587;25;;2;Francis;;;3,8
31107001;CARBONNE;EXPL;31107;Carbonne                                          ;ELECTRICITE DE FRANCE;555239;6244930;0;Ouvrage fonctionnant au fil de l'eau;26,4;92879944;150;0,041;3;Francis;Concédée;31/12/2044;20
31107002;CARBONNE (Groupe de restitution Mancies);EXPL;31107;Carbonne                                          ;ELECTRICITE DE FRANCE;554188;6244270;0;Ouvrage fonctionnant au fil de l'eau;0,4;2804222;;;;;;;18,5
31107003;Usine de Carbonne;EXPL;31107;Carbonne                                          ;SARL CENTRALE DE CARBONNE;556090;6245540;0;Ouvrage fonctionnant au fil de l'eau;0,51;1291677;;;;;Autorisée;19/01/2037;5,54
31110001;Centrale de Cassagne;EXPL;31110;Cassagne                                          ;S.N.C. LES CENTRALES ASSOCIEES;535373;6228310;0;Ouvrage fonctionnant au fil de l'eau;1;4114490;;;;;;;3,5
31123001;PORTILLON Basse Chute;EXPL;31123;Castillon-de-Larboust                             ;ELECTRICITE DE FRANCE;499373;6184520;0;Ouvrage de type Lac;40;22200332;4,6;2,405;1;Pelton;Concédée;31/12/2018;1119,5
31123002;PORTILLON Haute Chute;EXPL;31123;Castillon-de-Larboust                             ;ELECTRICITE DE FRANCE;499332;6184530;0;Ouvrage de type Lac;55;43777388;5;3,084;1;Pelton;Concédée;;1421
31133001;Centrale D'Arruc;EXPL;31133;Cazeaux-de-Larboust                               ;STE ENERGETIQUE DE CAZAUX DE LARBOUST;497274;6192300;0;Ouvrage fonctionnant au fil de l'eau;0,76;2385068;0,5;;;;Autorisée;15/01/2009;150
31135001;ST JULIEN (Groupe de Restitution);EXPL;31135;Cazères                                           ;ELECTRICITE DE FRANCE;547009;6236640;0;Ouvrage fonctionnant au fil de l'eau;0,2;1650235;;;;;;;11
31144001;CIERP;EXPL;31144;Cierp-Gaud                                        ;ELECTRICITE DE FRANCE;506916;6204270;0;Ouvrage fonctionnant au fil de l'eau;11;45924332;14;0,212;2;Francis;Concédée;31/12/2024;100,2
31147001;Camon - Restitution Rodère;EXPL;31147;Clarac                                            ;ELECTRICITE DE FRANCE;506536;6224410;0;Ouvrage fonctionnant au fil de l'eau;0,39;;6,1;;1;Kaplan;;;6,65
31177001;CAUBOUS;HORS;31177;Eup                                               ;ELECTRICITE DE FRANCE;510527;6205190;0;Ouvrage fonctionnant au fil de l'eau;0,6;1873667;14;0,011;2;Hélice horizontale;Autorisée;04/05/1987;6,8
31182001;FENOUILLET;EXPL;31182;Fenouillet                                        ;RACCA DELLUC SEVERINE;571332;6287700;0;Ouvrage fonctionnant au fil de l'eau;0,15;1133302;;;;;;;2,6
31190001;FOS;EXPL;31190;Fos                                               ;ELECTRICITE DE FRANCE;514865;6199240;0;Ouvrage fonctionnant par éclusées;10,6;36855500;34;0,086;3;Francis;Concédée;31/12/2045;39,4
31224001;Centrale du Bout du Pont;EXPL;31224;Gourdan-Polignan                                  ;PRO-ELEC;502701;6223200;0;Ouvrage fonctionnant au fil de l'eau;0,497;1950432;18;;;;Autorisée;24/04/2024;3,04
31233001;Centrale de Grepiac;EXPL;31233;Grépiac                                           ;S.N.C. ARIEGE PRODUCTION;573577;6256940;0;Ouvrage fonctionnant au fil de l'eau;2,2;3704133;56;;;;Autorisée;14/11/2026;4
31246001;Moulin Picheloup;EXPL;31246;Labarthe-Inard                                    ;HYDRO-SIA;523477;6224370;0;Ouvrage fonctionnant au fil de l'eau;;3088263;;;;;;;5,38
31247001;CAMON;EXPL;31247;Labarthe-Rivière                                  ;ELECTRICITE DE FRANCE;509989;6224620;0;Ouvrage fonctionnant au fil de l'eau;14,2;52077612;85;0,045;3;Francis;Concédée;31/12/2008;25,7
31253001;Centrale de Labastidette;EXPL;31253;Labastidette                                      ;HYDRO-EXPLOITATIONS;556959;6262660;0;Ouvrage fonctionnant au fil de l'eau;0,815;4510879;3,2;;;;Concédée (autorisable);31/12/2014;1
31293001;LESPINASSE;EXPL;31293;Lespinasse                                        ;ALTERNATIVE ELECTRIQUE;569968;6291250;0;Ouvrage fonctionnant au fil de l'eau;0,14;622880;;;;;;;2,4
31296001;Centrale hydroélectrique de Lestelle;EXPL;31296;Lestelle-de-Saint-Martory                         ;SOPELEC;529687;6225430;0;Ouvrage fonctionnant au fil de l'eau;3,046;10263492;50;;;;Autorisée;29/02/2020;6,21
31296002;Centrale d'Apas;EXPL;31124;Castillon-de-Saint-Martory                        ;S.N.C. CENTRALE D'APAS;530942;6228080;0;Ouvrage fonctionnant au fil de l'eau;2,735;5406094;25;;;;Autorisée et fondée en titre;26/08/2022;6,5
31314001;MANCIOUX;EXPL;31314;Mancioux                                          ;ELECTRICITE DE FRANCE;533763;6230870;0;Ouvrage fonctionnant au fil de l'eau;3,2;7629167;60;0,016;4;Francis;Autorisée;16/10/1994;10,8
31316001;Centrale de Peyromale;EXPL;31139;Chaum                                             ;BOURGEOIS;508158;6206130;0;Ouvrage fonctionnant au fil de l'eau;0,17;600000;3,4;;;;Fondée en titre;;5
31324001;PALAMINY (Groupe de Restitution);EXPL;31324;Martres-Tolosane                                  ;ELECTRICITE DE FRANCE;537317;6234000;0;Ouvrage fonctionnant au fil de l'eau;0,4;2158611;3;;;;;;13,8
31336001;Centrale de Las Isles;EXPL;31336;Mazères-sur-Salat                                 ;S.N.C. LES CENTRALES ASSOCIEES;534587;6226790;0;Ouvrage fonctionnant au fil de l'eau;0,683;2295138;24;;2;Kaplan;;;2,6
31336002;Centrale Sud;EXPL;31336;Mazères-sur-Salat                                 ;S.N.C. LES CENTRALES ASSOCIEES;535121;6227880;0;Ouvrage fonctionnant au fil de l'eau;1;4670195;;;;;;;4
31337001;Centrale de Melles;EXPL;31337;Melles                                            ;MATHIEU ET COMPAGNIE;515997;6198900;0;Ouvrage fonctionnant au fil de l'eau;2,38;6474470;2;;;;Concédée (autorisable);31/12/2045;173
31344001;GENTILLE;EXPL;31344;Miramont-de-Comminges                             ;ELECTRICITE DE FRANCE;519596;6224550;0;Ouvrage fonctionnant au fil de l'eau;6;18435778;60;0,02;3;Hélice verticale;Concédée;31/12/2048;10,2
31344002;Centrale de St Jean;EXPL;31344;Miramont-de-Comminges                             ;REGIE MUNICIPALE D'ELECTRICITE;516253;6224620;0;Ouvrage fonctionnant au fil de l'eau;0,44;3014233;;;;;;;3,15
31349001;Centrale de Mondavezan;EXPL;31349;Mondavezan                                        ;HYDRO-EXPLOITATIONS;541878;6240300;0;Ouvrage fonctionnant au fil de l'eau;;3181319;;;;;;;1
31349002;Centrale de Mondavezan (Sierp);EXPL;31349;Mondavezan                                        ;DEPARTEMENT DE LA HAUTE-GARONNE;540870;6239660;0;Ouvrage fonctionnant au fil de l'eau;;1095900;;;;;;;4,2
31356001;MONTAIGUT/SAVE;EXPL;31356;Montaigut-sur-Save                                ;PIEDANIEL Didier;557340;6289780;0;Ouvrage fonctionnant au fil de l'eau;0,09;185328;;;;;;;90
31375001;MONTESQUIEU;EXPL;31375;Montesquieu-Volvestre                             ;REGIE MUNICIPALE D'ELECTRICITE;555868;6235730;0;Ouvrage fonctionnant au fil de l'eau;0,983;;;;;;;;2,5
31406001;PALAMINY;EXPL;31406;Palaminy                                          ;ELECTRICITE DE FRANCE;542422;6235810;0;Ouvrage fonctionnant par éclusées;34,6;142125056;130;0,59;3;Hélice verticale;Concédée;31/12/2036;32,2
31426001;POINTIS DE RIVIERE;EXPL;31426;Pointis-de-Rivière                                ;ELECTRICITE DE FRANCE;505387;6224180;0;Ouvrage fonctionnant au fil de l'eau;6,7;27909556;70;0,03;3;Hélice verticale;Concédée;31/12/2020;17
31426002;Pointis - restitution Ausson;EXPL;31426;Pointis-de-Rivière                                ;ELECTRICITE DE FRANCE;504796;6223790;0;Ouvrage fonctionnant au fil de l'eau;0,3;;6;;1;Kaplan;;;6,1
31427001;St SERNIN;EXPL;31427;Pointis-Inard                                     ;ELECTRICITE DE FRANCE;521731;6224390;0;Ouvrage fonctionnant au fil de l'eau;5,77;18053222;60;0,02;3;Hélice verticale;Concédée;31/12/2048;9,8
31427002;Centrale des Papeteries du Vicomte;EXPL;31427;Pointis-Inard                                     ;SOCIETE ELECTRIQUE DE POINTIS INARD;522302;6224730;0;Ouvrage fonctionnant au fil de l'eau;1,2;4077428;;;;;;;3,19
31457001;Centrale de Lasmartres;EXPL;31457;Roquefort-sur-Garonne                             ;S.N.C. LES CENTRALES ASSOCIEES;535483;6229100;0;Ouvrage fonctionnant au fil de l'eau;0,588;2131597;20;;2;Francis;Autorisée;;3
31470001;Centrale de St Aventin;EXPL;31470;Saint-Aventin                                     ;STE HYDRO-ELECTRIQUE DE ST AVENTIN;500262;6192430;0;Ouvrage fonctionnant au fil de l'eau;2;3757664;2,4;;1;Francis;Autorisée;;87,17
31471001;Centrale de Ladivert;EXPL;31471;Saint-Béat                                        ;ARRAGO CATHERINE MONIQUE;511427;6203500;0;Ouvrage fonctionnant au fil de l'eau;0,6;3208348;11;;;;Fondée en titre;16/10/1994;5
31492001;St JULIEN;EXPL;31492;Saint-Julien-sur-Garonne                          ;ELECTRICITE DE FRANCE;549804;6239400;0;Ouvrage fonctionnant au fil de l'eau;26,2;108349176;140;0,047;3;Hélice verticale;Concédée;31/12/2041;22,2
31503001;Centrale Du Foulon;EXPL;31503;Saint-Martory                                     ;S.A.R.L. ELECTRICITE BERGES;532250;6229140;0;Ouvrage fonctionnant au fil de l'eau;0,44;2066724;;;;;;;3,7
31503002;Centrale des Ets Barthier;EXPL;31503;Saint-Martory                                     ;NOUVELLES PAPETERIES BARTHIER;531856;6229250;0;;0,2;780264;;;;;;;3,7
31515001;Moulin d'Embalens;EXPL;31515;Saint-Rustice                                     ;IDRAC RACCA GISELE AIMEE PIERRETTE;565503;6301300;0;Ouvrage fonctionnant au fil de l'eau;0,125;490860;4,9;0,005;1;Kaplan;Autorisée;;2,58
31523001;Menges;EXPL;31523;Salies-du-Salat                                   ;SOCIETE HYDROELECTRIQUE MENGES;534205;6225620;0;Ouvrage fonctionnant au fil de l'eau;;1788008;;;;;;;3,5
31523002;Usine A Sel;EXPL;31523;Salies-du-Salat                                   ;SOCIETE D'EQUIPEMENT ET D'EXPLOITATION DE CENTRALES ELECTRIQUES;534316;6224420;0;Ouvrage fonctionnant au fil de l'eau;5,05;15840232;;;2;;Concédée;;12,65
31524001;Centrale des Sept Molles;EXPL;31244;Juzet-de-Luchon                                   ;GARCES JEAN-CLAUDE;503956;6193860;0;Ouvrage fonctionnant au fil de l'eau;0,25;1080879;;;;;;;230
31554001;Centrale de Touille;EXPL;31554;Touille                                           ;SOCIETE PHILIPPE ET FILS;534599;6221980;0;Ouvrage fonctionnant au fil de l'eau;1,3;6484602;30;;;;Autorisée;22/12/2022;7
31555001;BAZACLE;EXPL;31555;Toulouse                                          ;ELECTRICITE DE FRANCE;573336;6279620;0;Ouvrage fonctionnant au fil de l'eau;3,1;11489125;87;0,009;7;Francis;Fondée en titre;;6,9
31555002;Centrale du Martinet;EXPL;31555;Toulouse                                          ;SEUM;573331;6279300;0;Ouvrage fonctionnant au fil de l'eau;;2448691;;;;;Autorisée;;4,5
31555003;Centrale du Ramier (SNPE);HORS;31555;Toulouse                                          ;REGIE MUNICIPALE D'ELECTRICITE;573918;6278180;0;;;;;;;;;;3,8
31555004;Centrale du Ramier du Chateau;EXPL;31555;Toulouse                                          ;REGIE MUNICIPALE D'ELECTRICITE;573894;6278130;0;Ouvrage fonctionnant au fil de l'eau;4,5;22794224;;;;;Concédée;31/12/2047;4,3
31555005;La Cavaletade;EXPL;31555;Toulouse                                          ;REGIE MUNICIPALE D'ELECTRICITE;573744;6274450;0;Ouvrage fonctionnant au fil de l'eau;1,239;;30;;;;Concédée;31/12/2047;4,37
31565001;VALENTINE;EXPL;31565;Valentine                                         ;ELECTRICITE DE FRANCE;512703;6224670;0;Ouvrage fonctionnant au fil de l'eau;8;28790876;85;0,027;3;Hélice verticale;Concédée;31/12/2008;14,5
31584001;Centrale de Villemur;EXPL;31584;Villemur-sur-Tarn                                 ;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;579686;6308230;0;Ouvrage fonctionnant au fil de l'eau;1,54;4853058;55;;5;;Autorisée;31/10/2019;2,45
32019001;Moulin neuf (32);EXPL;32019;Auterive                                          ;EYCHENNE ALAIN;507685;6279020;0;Ouvrage fonctionnant au fil de l'eau;0,052;;;;;;;;
32029001;Centrale de Mazeres;EXPL;32029;Barran                                            ;SPEM;490038;6286230;0;Ouvrage fonctionnant au fil de l'eau;;665154;;;;;;;3,4
32035001;Centrale de La Tourraque;EXPL;32035;Beaucaire                                         ;HYTEM ENERGIE;489429;6309250;0;Ouvrage fonctionnant au fil de l'eau;;572036;;;;;;;3,3
32035002;Moulin de Beaucaire;EXPL;32035;Beaucaire                                         ;BLANCAFORT RAYMOND LOUIS ROBERT;490054;6307520;0;Ouvrage fonctionnant au fil de l'eau;0,22;497987;;;;;;;3
32059001;Centrale du Comte;EXPL;32402;Saint-Paul-de-Baïse                               ;S.N.C. SOLANA;489342;6299940;0;Ouvrage fonctionnant au fil de l'eau;0,28;558736;;;;;;;4
32061001;Moulin de Boulaur;HORS;32061;Boulaur                                           ;BEYRIA MARC;519370;6274970;5;;;;;;;;;;
32065001;Moulin de Laubadère;EXPL;32065;Le Brouilh-Monbert                                ;BLANCAFORT RENE XAVIER EDMOND;490413;6288920;0;Ouvrage fonctionnant au fil de l'eau;0,22;445345;;;;;;;3,6
32107001;Moulin d'Autièges;EXPL;32107;Condom                                            ;MOULIN D'AUTIEGES;488044;6326670;0;Ouvrage fonctionnant au fil de l'eau;0,095;359540;;;;;;;2,4
32107002;Centrale de Beauregard;EXPL;32107;Condom                                            ;SOL'AIR ELECTRIC;488778;6324720;0;Ouvrage fonctionnant au fil de l'eau;;;;;;;;;
32159001;Usine de L'Isle de Noé;EXPL;32159;L'Isle-de-Noé                                     ;BLANCAFORT GILBERT;490904;6279880;0;Ouvrage fonctionnant au fil de l'eau;0,188;650040;;;;;;;3,5
32161001;Centrale de Bartheres;EXPL;32161;Izotges                                           ;ENERGIE VERTE D IZOTGES;455681;6289150;0;Ouvrage fonctionnant au fil de l'eau;0,65;1172616;25;;;;;;3,54
32169001;Moulin de Labarthe;EXPL;32169;Labarthe                                          ;PIQUEMAL JACQUES;504805;6266820;0;Ouvrage fonctionnant au fil de l'eau;0,073;359858;;;;;;;
32234001;Centrale de Marestaing;HORS;32234;Marestaing                                        ;S.I.A.E.P. DE LA REGION DE MONFERRAN-SAVES ET COLOGNE;540509;6277530;0;;;;;;;;;;3
32256001;Moulin du Régis;EXPL;32256;Mirande                                           ;COMPAGNIE ELECTRIQUE DES PYRENEES;490532;6272350;0;Ouvrage fonctionnant au fil de l'eau;0,138;398957;;;;;;;
32283001;Moulin de Montégut sur Arros;EXPL;32283;Montégut-Arros                                    ;HOOGEBOOM JOHANNES PETRUS;473823;6258770;0;Ouvrage fonctionnant au fil de l'eau;;;;;;;Fondée en titre;;2,08
32302001;Moulin d'Ornezan;EXPL;32302;Ornézan                                           ;LABOURDERE DELAS JOSETTE;506181;6270980;0;Ouvrage fonctionnant au fil de l'eau;;334733;;;;;;;3,5
32347001;Moulin de Roquefort;EXPL;32347;Roquefort                                         ;LE MOULIN DE ROQUEFORT;507608;6298300;0;Ouvrage fonctionnant au fil de l'eau;0,13;460062;;;;;;;
32382001;Centrale du Moulin (Gers);EXPL;32382;Saint-Jean-Poutge                                 ;SPEM;488881;6294970;0;Ouvrage fonctionnant au fil de l'eau;;629193;;;;;;;3,6
32383001;Moulin de Samazan;EXPL;32383;Saint-Justin                                      ;ARROS ENERGIE;468435;6270650;0;Ouvrage fonctionnant au fil de l'eau;;536994;;;;;;;4,5
32410001;Usine de Barcelonne du Gers;HORS;32410;Samatan                                           ;JUCLA CAMILLE;532839;6268280;5;;;;;;;;;;
